almaMmsId	hbzId	rpbId
990174138180206441	HT015897629	107t093154
990174493010206441	HT015919386	107t093155
990173262600206441	HT015810587	107t093163
990155966370206441	HT015005196	107t093164
990175744690206441	HT015995366	107t093230
990174530250206441	HT015922967	107t093232
990119914210206441	HT013669438	107t093243
990175696440206441	HT015990764	107t093247
990124512390206441	HT013903134	107t093248
990056571730206441	HT009129776	107t043145
990159105430206441	HT015202628	107t093303
990125253060206441	HT013978035	107t093304
990125253230206441	HT013978052	107t093306
990170939540206441	HT015651002	107t093307
990170939050206441	HT015650953	107t093308
990174925760206441	HT015949822	107t093440
990175677860206441	HT015988902	107t093445
990107366060206441	HT012584053	107t093446
990174647600206441	HT015934846	107t093447
990104081790206441	HT012255626	107t093448
990104081800206441	HT012255627	107t093449
990139784100206441	HT014534921	107t093450
990174715530206441	HT015941724	107t093451
990174565250206441	HT015926517	107t093453
990160453130206441	HT015338346	107t093454
990165194410206441	HT015475217	107t093455
990173873840206441	HT015871372	107t093456
990157203180206441	HT015098844	107t093457
990173874800206441	HT015871468	107t093458
990120480110206441	HT013726695	107t093529
990114177450206441	HT013091230	107t093530
990175607910206441	HT015981840	107t093533
990175613200206441	HT015982369	107t093534
990171223000206441	HT015679511	107t093535
990176110420206441	HT016031896	107t093536
990176110310206441	HT016031885	107t093537
990104081600206441	HT012255607	107t093539
990173958910206441	HT015879495	107t093540
990175792130206441	HT016000145	107t093623
990175136520206441	HT015971129	107t093829
990166628220206441	HT015553928	107t093830
990104083200206441	HT012255767	107t093831
990136113650206441	HT014395319	107t093832
990174556780206441	HT015925670	107t093833
990104076720206441	HT012255119	107t093835
990175609730206441	HT015982022	107t093836
990174713470206441	HT015941518	107t093837
990106748430206441	HT012522290	107t093838
990174487900206441	HT015918875	107t093839
990174135700206441	HT015897381	107t093840
990106231200206441	HT012470567	107t093841
990153875230206441	HT014799382	107t093850
990153819910206441	HT014793797	107t093851
990167157850206441	HT015586471	107t093852
990164195430206441	HT015396977	107t093853
990164195330206441	HT015396967	107t093854
990159196640206441	HT015211849	107t093855
990154351690206441	HT014846500	107t093857
990154069630206441	HT014819007	107t093858
990176832310206441	HT016077632	107t093869
990177396560206441	HT016133986	107t093878
990177360710206441	HT016130330	107t093880
990176679490206441	HT016062405	107t093953
990120544000206441	HT013733178	107t093954
990163866710206441	HT015363722	107t093955
990164028470206441	HT015380112	107t093956
990176693860206441	HT016063863	107t094053
990177116350206441	HT016106546	107t094056
990159965700206441	HT015289536	107t094069
990116302620206441	HT013305557	107t100140
990116300610206441	HT013305356	107t100141
990167078370206441	HT015578401	107t100142
990160221940206441	HT015315508	107t100143
990104078820206441	HT012255329	107t100151
990104085240206441	HT012255971	107t100152
990176975330206441	HT016092200	107t100158
990175613860206441	HT015982435	107t100159
990175613940206441	HT015982443	107t100160
990175613970206441	HT015982446	107t100161
990177348660206441	HT016129120	107t100162
990177496570206441	HT016138803	107t100163
990176680340206441	HT016062490	107t100164
990176976750206441	HT016092342	107t100165
990176680960206441	HT016062552	107t100166
990177684750206441	HT016157485	107t100171
990108699500206441	HT012717397	107t100173
990173962650206441	HT015879869	107t100174
990103606220206441	HT012208069	107t100175
990177776630206441	HT016166790	107t100176
990177490460206441	HT016138192	107t100178
990173731630206441	HT015856973	107t100185
990176681530206441	HT016062609	107t100187
990171452830206441	HT015702355	107t100188
990174648230206441	HT015934909	107t100189
990176745520206441	HT016069106	107t100190
990176033400206441	HT016024061	107t100191
990104079710206441	HT012255418	107t100192
990106571890206441	HT012504636	107t100193
990176685360206441	HT016062992	107t100194
990176681120206441	HT016062568	107t100195
990143233990206441	HT014591821	107t100216
990177708600206441	HT016159908	107t100413
990178268940206441	HT016210111	107t100441
990160870550206441	HT015354726	107t100442
990160870510206441	HT015354722	107t100443
990177496130206441	HT016138759	107t100444
990177496110206441	HT016138757	107t100445
990177260780206441	HT016120159	107t100446
990175611210206441	HT015982170	107t100447
990178039210206441	HT016188103	107t100448
990177262730206441	HT016120354	107t100449
990176747740206441	HT016069328	107t100450
990176749510206441	HT016069505	107t100451
990143239170206441	HT014592339	107t100452
990159196850206441	HT015211870	107t100453
990175961430206441	HT016016770	107t100454
990177258910206441	HT016119972	107t100455
990177259360206441	HT016120017	107t100456
990159538340206441	HT015246419	107t100457
990108422030206441	HT012689650	107t100458
990106470870206441	HT012494534	107t100459
990176437340206441	HT016039377	107t100461
990175901200206441	HT016010628	107t100462
990178342600206441	HT016217555	107t100464
990181032870206441	HT016409629	107t100469
990104085110206441	HT012255958	107t100586
990173386130206441	HT015823111	107t100611
990178445020206441	HT016227882	107t100635
990121869990206441	HT013867297	107t100689
990164562020206441	HT015413552	107t100690
990177777080206441	HT016166835	107t100709
990178262870206441	HT016209495	107t100714
990159339690206441	HT015226336	107t100717
990159963200206441	HT015289286	107t100718
990117207470206441	HT013397136	107t100719
990159452910206441	HT015237791	107t100725
990163866290206441	HT015363680	107t100726
990166625800206441	HT015553685	107t100727
990167157770206441	HT015586463	107t100728
990166997840206441	HT015570245	107t100729
990166997900206441	HT015570251	107t100730
990166997990206441	HT015570260	107t100731
990166997960206441	HT015570257	107t100732
990167251950206441	HT015595963	107t100733
990144910580206441	HT014697609	107t100736
990165201350206441	HT015475911	107t100749
990104073970206441	HT012254844	107t100750
990106027680206441	HT012450215	107t100751
990108720760206441	HT012719523	107t100752
990166991610206441	HT015569622	107t100753
990160871860206441	HT015354857	107t100754
990108587640206441	HT012706211	107t100755
990104078110206441	HT012255258	107t100756
990167333410206441	HT015604127	107t100757
990104052810206441	HT012252728	107t100758
990104076350206441	HT012255082	107t100761
990178335260206441	HT016216816	107t100785
990177910520206441	HT016176160	107t100798
990178670440206441	HT016249543	107t100800
990108865690206441	HT012734016	107t100870
990171637690206441	HT015720749	107t100871
990144768710206441	HT014683279	107t100892
990125018400206441	HT013954308	107t100893
990106829970206441	HT012530444	107t100894
990106697350206441	HT012517182	107t100895
990105635440206441	HT012410991	107t100896
990104077850206441	HT012255232	107t100897
990106187500206441	HT012466197	107t100898
990104084930206441	HT012255940	107t100899
990104085580206441	HT012256005	107t100900
990104084800206441	HT012255927	107t100901
990177490540206441	HT016138200	107t100902
990177257650206441	HT016119846	107t100903
990175675410206441	HT015988657	107t100904
990177259060206441	HT016119987	107t100905
990174718180206441	HT015941989	107t100979
990174718150206441	HT015941986	107t100980
990178239510206441	HT016207143	107t101031
990178852570206441	HT016267781	107t101070
990178135520206441	HT016197031	107t101071
990178233940206441	HT016206586	107t101072
990104080420206441	HT012255489	107t101073
990178330740206441	HT016216364	107t101074
990178524270206441	HT016234900	107t101075
990177778220206441	HT016166949	107t101076
990176613300206441	HT016055693	107t101119
990180424000206441	HT016348829	107t101200
990153879630206441	HT014799822	107t101234
990153881050206441	HT014799964	107t101235
990175608360206441	HT015981885	107t101236
990153879740206441	HT014799833	107t101237
990139238200206441	HT014479753	107t101238
990174715720206441	HT015941743	107t101239
990159204800206441	HT015212665	107t101266
990177533890206441	HT016142572	107t101299
990173960190206441	HT015879623	107t101379
990113590060206441	HT013032120	107t101381
990176746360206441	HT016069190	107t101382
990126245050206441	HT014012150	107t101383
990171538710206441	HT015711051	107t101384
990171923300206441	HT015749678	107t101385
990173957440206441	HT015879348	107t101386
990184475070206441	HT016741853	107t101460
990175618620206441	HT015982911	107t101461
990160507960206441	HT015343906	107t101471
990180475820206441	HT016354051	107t101575
990182867220206441	HT016585624	107t101594
990056564010206441	HT009053811	107t101674
990114857870206441	HT013159785	107t101728
990159465310206441	HT015239031	107t101746
990113135130206441	HT012986449	107t101800
990115199440206441	HT013194228	107t101806
990171723150206441	HT015729450	107t101807
990178036700206441	HT016187852	107t101865
990179056870206441	HT016288380	107t101887
990178423510206441	HT016225723	107t101918
990105176920206441	HT012365139	107t101919
990104077260206441	HT012255173	107t101924
990179422890206441	HT016306401	107t102306
990171638980206441	HT015720878	107t102319
990178032870206441	HT016187469	107t102335
990178858110206441	HT016268335	107t102339
990166904770206441	HT015560841	107t102340
990178654760206441	HT016247958	107t102341
990176748860206441	HT016069440	107t102342
990175588970206441	HT015979934	107t102343
990176684880206441	HT016062944	107t102344
990176749270206441	HT016069481	107t102345
990159898770206441	HT015282732	107t102347
990171999110206441	HT015757371	107t102348
990179420090206441	HT016306121	107t102399
990106106430206441	HT012458090	107t102400
990180948700206441	HT016401140	107t102401
990179473540206441	HT016311506	107t102402
990177778470206441	HT016166974	107t102403
990050106830206441	HT007354875	107t102410
990141046550206441	TT001200423	107t102416
990124378140206441	HT013889532	107t102428
990177901970206441	HT016175301	107t102429
990181099720206441	HT016416268	107t102483
990107381220206441	HT012585569	107t102513
990133038310206441	HT014173085	107t102514
990107379210206441	HT012585368	107t102515
990107256680206441	HT012573115	107t102518
990101970300206441	HT012044477	107t102519
990107437220206441	HT012591169	107t102520
990107291880206441	HT012576635	107t102521
990107291610206441	HT012576608	107t102522
990107364950206441	HT012583942	107t102523
990107335020206441	HT012580949	107t102538
990107319620206441	HT012579409	107t102539
990107251190206441	HT012572566	107t102540
990107251210206441	HT012572568	107t102541
990108283420206441	HT012675789	107t102542
990177262390206441	HT016120320	107t102543
990105320190206441	HT012379466	107t102547
990104074150206441	HT012254862	107t102548
990181324920206441	HT016438226	107t102554
990177960750206441	HT016181240	107t102559
990107251250206441	HT012572572	107t102586
990177059800206441	HT016100802	107t102698
990180500010206441	HT016356469	107t102699
990180613610206441	HT016367891	107t102701
990179421790206441	HT016306291	107t102702
990180821780206441	HT016388396	107t102703
990180509100206441	HT016357378	107t102704
990180832030206441	HT016389421	107t102705
990180507210206441	HT016357189	107t102706
990180829880206441	HT016389206	107t102707
990180829890206441	HT016389207	107t102708
990179054930206441	HT016288186	107t102709
990177680870206441	HT016157097	107t102710
990179073590206441	HT016290071	107t102711
990179056450206441	HT016288338	107t102712
990179056100206441	HT016288303	107t102713
990179409940206441	HT016305106	107t102714
990179410050206441	HT016305117	107t102715
990154728230206441	HT014884562	107t102716
990173326040206441	HT015817037	107t102717
990180509800206441	HT016357448	107t102718
990180240180206441	HT016330643	107t102719
990180327880206441	HT016339086	107t102720
990181503410206441	HT016456029	107t102777
990050823870206441	HT008600536	107t102813
990181446030206441	HT016450297	107t102832
990181170340206441	HT016423356	107t102859
990180820900206441	HT016388308	107t102862
990180820980206441	HT016388316	107t102863
990180820740206441	HT016388292	107t102864
990173329800206441	HT015817413	107t102865
990180821150206441	HT016388333	107t102866
990180821110206441	HT016388329	107t102867
990179409120206441	HT016305024	107t102868
990179409260206441	HT016305038	107t102869
990114171340206441	HT013090619	107t102870
990104083090206441	HT012255756	107t102871
990114171320206441	HT013090617	107t102872
990179409100206441	HT016305022	107t102873
990180824020206441	HT016388620	107t102875
990172166860206441	HT015774377	107t102876
990180329790206441	HT016339277	107t102877
990180426140206441	HT016349043	107t102878
990133055740206441	HT014174828	107t102879
990104074170206441	HT012254864	107t102989
990158968210206441	HT015188830	107t102990
990181060280206441	HT016412347	107t102991
990104080650206441	HT012255512	107t102992
990108445310206441	HT012691978	107t102993
990181931400206441	HT016494538	107t103026
990103531620206441	HT012200609	107t103087
990103531500206441	HT012200597	107t103088
990106363470206441	HT012483794	107t103089
990115136040206441	HT013187839	107t103097
990181055330206441	HT016411852	107t103240
990173576510206441	HT015841501	107t103241
990182319030206441	HT016532741	107t103242
990182326860206441	HT016533524	107t103243
990181713300206441	HT016474255	107t103244
990181894310206441	HT016491070	107t103245
990136110600206441	HT014395014	107t103248
990113534410206441	HT013026542	107t103249
990108384160206441	HT012685863	107t103250
990104079540206441	HT012255401	107t103251
990104079530206441	HT012255400	107t103252
990181979100206441	HT016498660	107t103253
990181979900206441	HT016498740	107t103254
990181802430206441	HT016481864	107t103255
990181527770206441	HT016456994	107t103256
990181531790206441	HT016457396	107t103267
990180832010206441	HT016389419	107t103441
990105712800206441	HT012418727	107t103536
990107978270206441	HT012645274	107t103537
990180949050206441	HT016401175	107t103543
990180837670206441	HT016389985	107t103544
990181530790206441	HT016457296	107t103545
990180847090206441	HT016390927	107t103546
990173087860206441	HT015793128	107t103547
990181531890206441	HT016457406	107t103550
990181979340206441	HT016498684	107t103551
990181528290206441	HT016457046	107t103552
990181799560206441	HT016481577	107t103553
990121945260206441	HT013874902	107t103554
990181530930206441	HT016457310	107t103555
990181712560206441	HT016474181	107t103556
990181712660206441	HT016474191	107t103557
990180500390206441	HT016356507	107t103588
990166341750206441	HT015526679	107t103589
990180499150206441	HT016356383	107t103590
990180838430206441	HT016390061	107t103591
990181056070206441	HT016411926	107t103592
990165405180206441	HT015496529	107t103593
990165019360206441	HT015459761	107t103594
990180329670206441	HT016339265	107t103601
990182291030206441	HT016529964	107t103724
990180873140206441	HT016393532	107t103727
990181021440206441	HT016408463	107t103749
990194160100206441	HT017502676	107t103767
990180330910206441	HT016339389	107t103777
990180330930206441	HT016339391	107t103778
990116948380206441	HT013370915	107t103779
990175615590206441	HT015982608	107t110059
990178857530206441	HT016268277	107t110094
990175615030206441	HT015982552	107t110095
990175615140206441	HT015982563	107t110096
990180499200206441	HT016356388	107t110097
990180499010206441	HT016356369	107t110098
990182657730206441	HT016565166	107t110104
990156463750206441	HT015052606	107t110116
990156741000206441	HT015059540	107t110117
990108034470206441	HT012650894	107t110144
990177123520206441	HT016107282	107t110164
990182952050206441	HT016594131	107t110315
990104077790206441	HT012255226	107t110316
990104084870206441	HT012255934	107t110318
990104080590206441	HT012255506	107t110319
990181246340206441	HT016430962	107t110320
990154203970206441	HT014832590	107t110321
990167081090206441	HT015578673	107t110322
990178856700206441	HT016268194	107t110323
990133051210206441	HT014174375	107t110324
990180829830206441	HT016389201	107t110325
990054969500206441	HT006928899	107t110326
990054969510206441	HT006928900	107t01019485
990181245440206441	HT016430872	107t110328
990181245390206441	HT016430867	107t110329
990181056240206441	HT016411943	107t110331
990181245200206441	HT016430848	107t110332
990181055820206441	HT016411901	107t110333
990180838410206441	HT016390059	107t110334
990181978000206441	HT016498550	107t110335
990182954900206441	HT016594416	107t110338
990104080080206441	HT012255455	107t110339
990182517150206441	HT016552005	107t110341
990176828540206441	HT016077253	107t110342
990055260040206441	HT006962105	107t110343
990182952760206441	HT016594202	107t110345
990182951970206441	HT016594123	107t110346
990182954170206441	HT016594343	107t110347
990178239780206441	HT016207170	107t110376
990183256470206441	HT016623904	107t110377
990182954390206441	HT016594365	107t110378
990178239740206441	HT016207166	107t110379
990179036600206441	HT016286324	107t110644
990105375440206441	HT012384991	107t110653
990108541680206441	HT012701615	107t110655
990108541690206441	HT012701616	107t983005
990056571770206441	HT009129780	107t110658
990055802650206441	HT007026898	107t110660
990055802670206441	HT007026901	107t110661
990055791290206441	HT007025540	107t110662
990055822370206441	HT007029285	107t110663
990104076760206441	HT012255123	107t110664
990104076710206441	HT012255118	107t110665
990104077210206441	HT012255168	107t110666
990106498650206441	HT012497312	107t110667
990104077440206441	HT012255191	107t110671
990056098520206441	HT007062002	107t110679
990183162610206441	HT016614482	107t110819
990183776860206441	HT016675158	107t110863
990183162920206441	HT016614513	107t110864
990054837130206441	HT006911824	107t110908
990107382520206441	HT012585699	107t110909
990107382230206441	HT012585670	107t110910
990180498970206441	HT016356365	107t110935
990183162840206441	HT016614505	107t110936
990183042390206441	HT016603160	107t110938
990183042730206441	HT016603194	107t110939
990183157400206441	HT016613961	107t110940
990178858120206441	HT016268336	107t111051
990174190600206441	HT015902920	107t111052
990178963540206441	HT016278952	107t111053
990178963500206441	HT016278948	107t111054
990178963520206441	HT016278950	107t111055
990178963440206441	HT016278942	107t111056
990106788580206441	HT012526305	107t111068
990105991830206441	HT012446630	107t111070
990163939690206441	HT015371124	107t111071
990051187200206441	HT009161339	107t111155
990183049100206441	HT016603831	107t111171
990054838430206441	HT006911983	107t111172
990180740590206441	HT016380242	107t111378
990184689420206441	HT016763218	107t111447
990184829270206441	HT016773748	107t111514
990183619220206441	HT016659517	107t111531
990184699870206441	HT016764285	107t111532
990183830760206441	HT016680549	107t111533
990184241000206441	HT016719062	107t111534
990182854900206441	HT016584375	107t111535
990104084780206441	HT012255925	107t111536
990186697450206441	HT016781965	107t111555
990107228000206441	HT012570247	107t111719
990179072970206441	HT016290009	107t111833
990184426410206441	HT016736966	107t111835
990184247870206441	HT016719749	107t111836
990183047090206441	HT016603630	107t111838
990183931460206441	HT016690039	107t111839
990182326530206441	HT016533491	107t111841
990182326350206441	HT016533473	107t111842
990183258100206441	HT016624067	107t111843
990102923350206441	HT012139782	107t111844
990183054280206441	HT016604349	107t111845
990171301430206441	HT015686987	107t112192
990170938840206441	HT015650932	107t112193
990170938750206441	HT015650923	107t112194
990157581780206441	HT015136892	107t112323
990187396430206441	HT016852556	107t112561
990055617490206441	HT007003447	107t112562
990188745740206441	HT016976288	107t112776
990104073680206441	HT012254815	107t112919
990103764360206441	HT012223883	107t114016
990054954660206441	HT006927178	107t114017
990108036980206441	HT012651145	107t114018
990108037170206441	HT012651164	107t114019
990108037190206441	HT012651166	107t114020
990103894420206441	HT012236889	107t114033
990108013550206441	HT012648802	107t114034
990108013610206441	HT012648808	107t114036
990104082720206441	HT012255719	107t114053
990108107630206441	HT012658210	107t114054
990104083810206441	HT012255828	107t114055
990056690220206441	HT010911746	107t120027
990159540290206441	HT015246614	107t120591
990104084140206441	HT012255861	107t120594
990103767350206441	HT012224182	107t120595
990105133660206441	HT012360813	107t120599
990056682180206441	HT010831027	107t120613
990108239290206441	HT012671376	107t121042
990164198690206441	HT015397303	107t121043
990108028440206441	HT012650291	107t121135
990114235110206441	HT013097049	107t121625
990133036020206441	HT014172856	107t121626
990055146910206441	HT006949666	107t121918
990159463710206441	HT015238871	107t121919
990055146900206441	HT006949664	107t121920
990055146920206441	HT006949667	107t121921
990055146930206441	HT006949668	107t121922
990054082450206441	HT001383138	107t121925
990055146940206441	HT006949669	107t122014
990159454410206441	HT015237941	107t122015
990139438780206441	HT014499991	107t122022
990134701760206441	HT014341426	107t122218
990114171870206441	HT013090672	107t122919
990104079150206441	HT012255362	107t01019040
990104079170206441	HT012255364	107t123162
990104079180206441	HT012255365	107t123163
990107763060206441	HT012623753	107t123201
990141102830206441	TT001206049	107t130363
990115698790206441	HT013244589	107t031904
990167216700206441	HT015592409	107t134018
990175963360206441	HT016016963	107t134044
990055315180206441	HT006969104	107t134056
990104081820206441	HT012255629	107t140014
990104086270206441	HT012256074	107t140028
990104486860206441	HT012296133	107t141864
990124881090206441	HT013940423	107t143630
990204965490206441	HT018364117	107t143664
990112400870206441	HT012912370	107t150002
990133276760206441	HT014197201	107t150003
990191487290206441	HT017240726	107t150004
990173176040206441	HT015802103	107t161473
990102583410206441	HT012105788	107t170149
990102560070206441	HT012103454	107t170150
990106442790206441	HT012491726	107t213264
990141024610206441	TT001198232	107t910429
990053475500206441	HT006721923	107t910472
990049175970206441	HT004409773	107t972088
990050128850206441	HT007417523	107t910530
990056750460206441	HT003563160	107t910577
990105862390206441	HT012433686	107t910668
990047631170206441	HT000470420	107t910703
990106011270206441	HT012448574	107t991413
990105972730206441	HT012444720	107t910977
990056915850206441	HT004206286	107t911053
990141027510206441	TT001198521	107t920404
990141025780206441	TT001198349	107t920410
990049138470206441	HT004305435	107t920438
990049169040206441	HT004384688	107t920633
990052200570206441	HT010723288	107t920636
990141026980206441	TT001198468	107t920637
990141033630206441	TT001199133	107t920718
990048282830206441	HT001423869	107t920770
990141027960206441	TT001198566	107t920838
990125304620206441	HT013983229	107t941269
990056920360206441	HT004413980	107t920886
990141032700206441	TT001199040	107t920899
990049399550206441	HT004938107	107t921418
990105716260206441	HT012419073	107t973143
990056045380206441	HT007055701	107t921685
990048045170206441	HT001370092	107t021727
990105940160206441	HT012441463	107t921729
990106215990206441	HT012469046	107t921842
990141033660206441	TT001199136	107t940962
990106027610206441	HT012450208	107t921860
990056519270206441	HT008597062	107t921861
990106232610206441	HT012470708	107t930801
990054448640206441	HT004994287	107t930822
990056916280206441	HT004223215	036t951311
990141039290206441	TT001199698	107t931308
990141040470206441	TT001199816	107t931390
990105723070206441	HT012419754	107t931437
990106170420206441	HT012464489	107t931438
990106402340206441	HT012487681	107t931439
990106120850206441	HT012459532	107t931440
990106391830206441	HT012486630	107t931452
990106010950206441	HT012448542	107t931454
990106022000206441	HT012449647	107t931456
990106244090206441	HT012471856	107t931457
990106474580206441	HT012494905	107t991859
990106311900206441	HT012478637	107t931460
990106311920206441	HT012478639	107t931461
990105799350206441	HT012427382	107t931463
990106572360206441	HT012504683	107t931464
990055983730206441	HT007048408	107t931471
990054642060206441	HT006845428	107t052953
990106546690206441	HT012502116	107t931473
990106708650206441	HT012518312	107t931480
990106710780206441	HT012518525	107t931482
990106219500206441	HT012469397	107t931484
990106055740206441	HT012453021	107t931485
990106712680206441	HT012518715	107t931493
990141040430206441	TT001199812	107t931586
990047976590206441	HT001357551	107t981640
990049416370206441	HT004979480	107t931595
990141039150206441	TT001199684	107t931624
990141039030206441	TT001199672	107t931662
990049415110206441	HT004976687	107t931664
990104079080206441	HT012255355	107t973105
990106477720206441	HT012495219	107t991389
990106661470206441	HT012513594	107t931715
990106611580206441	HT012508605	107t931716
990106699260206441	HT012517373	107t931717
990106697570206441	HT012517204	107t931718
990106710800206441	HT012518527	107t931719
990056135130206441	HT007066171	107t931720
990055878400206441	HT007035926	107t931721
990106216080206441	HT012469055	107t931722
990101814960206441	HT012028943	107t931723
990108037980206441	HT012651245	107t931724
990141040350206441	TT001199804	107t931885
990048776470206441	HT003446286	107t931890
990048741400206441	HT003356085	107t931893
990105887390206441	HT012436186	107t931919
990141040600206441	TT001199829	107t932072
990105169560206441	HT012364403	107t933333
990141034230206441	TT001199193	107t940773
990141045450206441	TT001200313	107t940803
990166752990206441	TT002460470	107t940818
990141033660206441	TT001199136	107t940962
990049789410206441	HT006257771	107t941000
990056923970206441	HT004556404	107t941045
990048636790206441	HT003058101	107t941070
990105982880206441	HT012445735	107t941071
990106952250206441	HT012542672	107t941083
990141041590206441	TT001199928	107t941105
990141027880206441	TT001198558	107t941151
990107232210206441	HT012570668	107t941198
990107232410206441	HT012570688	107t941199
990107233180206441	HT012570765	107t941200
990106634660206441	HT012510913	107t941214
990106436130206441	HT012491060	107t941229
990141022850206441	TT001198056	107t941231
990141046440206441	TT001200412	107t941233
990049779560206441	HT006227832	107t941248
990107233150206441	HT012570762	107t941251
990124779550206441	HT013930141	107t941267
990125304620206441	HT013983229	107t941269
990049839810206441	HT006396366	107t941288
990142744380206441	TT001370151	107t941521
990141046350206441	TT001200403	107t941609
990141047340206441	TT001200502	107t941711
990141047370206441	TT001200505	107t941729
990106455440206441	HT012492991	107t941730
990049403140206441	HT004948762	107t941938
990141046390206441	TT001200407	107t941951
990052058210206441	HT010500594	107t950050
990106974420206441	HT012544889	107t950926
990141048110206441	TT001200579	107t050492
990141047070206441	TT001200475	107t982285
990141025840206441	TT001198355	107t950966
990054631030206441	HT006712102	107t950969
990048808020206441	HT003526071	107t031600c
990107456540206441	HT012593101	107t950981
990107437950206441	HT012591242	107t950982
990107441140206441	HT012591561	107t950983
990107440560206441	HT012591503	107t950985
990056405610206441	HT007606016	107t950988
990107456550206441	HT012593102	107t950989
990106899040206441	HT012537351	107t950993
990056231290206441	HT007164085	107t950994
990141046940206441	TT001200462	107t950996
990141034050206441	TT001199175	107t972511
990106662300206441	HT012513677	107t951009
990107140200206441	HT012561467	107t951076
990107232470206441	HT012570694	107t951078
990107361890206441	HT012583636	107t951079
990107364040206441	HT012583851	107t951081
990107423840206441	HT012589831	107t951084
990107286420206441	HT012576089	107t951085
990107362110206441	HT012583658	107t951086
990107362140206441	HT012583661	107t951087
990107362050206441	HT012583652	107t951088
990107292200206441	HT012576667	107t951096
990107232430206441	HT012570690	107t951097
990106679430206441	HT012515390	107t951098
990107286300206441	HT012576077	107t951099
990107139820206441	HT012561429	107t951102
990107399920206441	HT012587439	107t951106
990107426140206441	HT012590061	107t951107
990107377190206441	HT012585166	107t951109
990106957470206441	HT012543194	107t951110
990048462360206441	HT002273156	107t951111
990106893920206441	HT012536839	107t951112
990106893930206441	HT012536840	107t951113
990105859180206441	HT012433365	107t951135
990106571920206441	HT012504639	107t951136
990106238100206441	HT012471257	107t951137
990048747850206441	HT003372717	107t951153
990106918700206441	HT012539317	107t962753
990106669150206441	HT012514362	107t951155
990106897840206441	HT012537231	107t951156
990107269070206441	HT012574354	107t951167
990107381640206441	HT012585611	107t951169
990107361250206441	HT012583572	107t951170
990107361270206441	HT012583574	107t951171
990107424100206441	HT012589857	107t951175
990174270630206441	HT015911025	107t951190
990141040460206441	TT001199815	107t951206
990107527220206441	HT012600169	107t951254
990107267200206441	HT012574167	107t951255
990107527610206441	HT012600208	107t951256
990107527830206441	HT012600230	107t951257
990107538690206441	HT012601316	107t951266
990107538730206441	HT012601320	107t951267
990141054480206441	TT001201215	107t951282
990049930170206441	HT006663913	929t940209
990118463140206441	HT013522504	107t951316
990056930080206441	HT005021200	107t951323
990107556000206441	HT012603047	107t981718
990107537160206441	HT012601163	107t951341
990107527440206441	HT012600191	107t951342
990107538680206441	HT012601315	107t951343
990107527180206441	HT012600165	107t951344
990107527400206441	HT012600187	107t951345
990106567460206441	HT012504193	107t951346
990107256280206441	HT012573075	107t951347
990107256470206441	HT012573094	107t951348
990107256480206441	HT012573095	107t951349
990141048200206441	TT001200588	107t971647
990107363630206441	HT012583810	107t951353
990107379720206441	HT012585419	107t951354
990107292680206441	HT012576715	107t951355
990107286350206441	HT012576082	107t951356
990107381700206441	HT012585617	107t951357
990107397900206441	HT012587237	107t951358
990107426000206441	HT012590047	107t951359
990106886200206441	HT012536067	107t951360
990141056260206441	TT001201393	107t951391
990141042240206441	TT001199993	107t951393
990141047690206441	TT001200537	107t951396
990107281920206441	HT012575639	107t951404
990141044670206441	TT001200235	107t951408
990106407910206441	HT012488238	107t951432
990106407810206441	HT012488228	107t951433
990106898620206441	HT012537309	107t951434
990106652860206441	HT012512733	107t951439
990105972130206441	HT012444660	107t951448
990055998870206441	HT007050130	107t951450
990105848940206441	HT012432341	107t951454
990106951140206441	HT012542561	107t951455
990105935880206441	HT012441035	107t951463
990106774410206441	HT012524888	107t951484
990049003210206441	HT003995378	107t951498
990106958170206441	HT012543264	107t951499
990106958160206441	HT012543263	107t951500
990106958070206441	HT012543254	107t951502
990141047510206441	TT001200519	107t951523
990056101200206441	HT007062303	107t951524
990056037940206441	HT007054813	107t951525
990141024640206441	TT001198235	107t951677
990141052800206441	TT001201047	107t951678
990107296870206441	HT012577134	107t951724
990056915770206441	HT004202627	107t951748
990141054610206441	TT001201228	107t951760
990107274840206441	HT012574931	107t952101
990056174090206441	HT007070634	107t952133
990050017580206441	HT007088305	107t952141
990054598840206441	HT006353920	107t952204
990107599390206441	HT012607386	107t952305
990141052000206441	TT001200968	107t952310
990141047380206441	TT001200506	107t982959
990141047380206441	TT001200506	107t982959
990107332400206441	HT012580687	107t952324
990107605270206441	HT012607974	107t952326
990107566930206441	HT012604140	107t952328
990104074930206441	HT012254940	107t952329
990141056500206441	TT001201417	107t952336
990104975760206441	HT012345023	107t952338
990107575570206441	HT012605004	107t952339
990141053720206441	TT001201139	107t952343
990141055190206441	TT001201286	107t952347
990055916210206441	HT007040371	107t952488
990107315070206441	HT012578954	107t952550
990104085590206441	HT012256006	107t952557
990105746960206441	HT012422143	107t952558
990054851600206441	HT006913791	107t952559
990056110140206441	HT007063317	107t952560
990105999890206441	HT012447436	107t952809
990141047990206441	TT001200567	107t992993
990141068340206441	TT001202600	107t960386
990049175970206441	HT004409773	107t972088
990141068920206441	TT001202658	107t960821
990141067680206441	TT001202534	107t960909
990056969100206441	HT006130455	036t100482
990141070200206441	TT001202786	107t960965
990107627010206441	HT012610148	107t961006
990105123460206441	HT012359793	107t961007
